airline_id,name,code_type,iata_code,icao_code,country,region,status,active,website,wikidata_id,notes
KA,Dragonair,iata,KA,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KB,Druk Air,iata,KB,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KC,Air Astana,iata,KC,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KE,Korean Air,iata,KE,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KK,Atlasjet Airlines,iata,KK,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KL,KLM-Royal Dutch Airlines,iata,KL,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KM,Air Malta,iata,KM,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KN,China United Airlines,iata,KN,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KO,Aircompany Khors,iata,KO,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KQ,Kenya Airways,iata,KQ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KR,Air Bishkek,iata,KR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KS,PenAir,iata,KS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KU,Kuwait Airways,iata,KU,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KX,Cayman Airways,iata,KX,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
KY,Kunming Airlines,iata,KY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
L6,Mauritanian Airlines International,iata,L6,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
L9,Belle Air Europe,iata,L9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LA,Lan Airlines,iata,LA,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LC,ECAir,iata,LC,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LF,Lao Central Airlines,iata,LF,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LG,Luxair,iata,LG,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LH,Lufthansa German Airlines,iata,LH,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LI,LIAT (1974),iata,LI,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LJ,Jin Air,iata,LJ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LM,Loganair,iata,LM,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LN,Libyan Airlines,iata,LN,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LO,LOT - Polish Airlines,iata,LO,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LR,LACSA-Lineas Aereas Costarricenses,iata,LR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LS,Jet2.com,iata,LS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LW,Pacific Wings,iata,LW,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LX,SWISS,iata,LX,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LY,El Al Israel Airlines,iata,LY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
LZ,Belle Air,iata,LZ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
M0,AeroMongolia,iata,M0,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
M3,Air Norway/North Flying,iata,M3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
M4,Smart Aviation Company,iata,M4,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
M5,Kenmore Air,iata,M5,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
M6,Meta Linhas Aéreas,iata,M6,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
M7,Marsland Aviation,iata,M7,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
M9,Motor Sich PJSC,iata,M9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MD,Air Madagascar,iata,MD,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
ME,Middle East Airlines,iata,ME,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MF,Xiamen Airlines Company,iata,MF,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MH,Malaysia Airlines,iata,MH,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MI,SilkAir,iata,MI,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MJ,Mihin Lanka,iata,MJ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MK,Air Mauritius,iata,MK,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MM,Peach Aviation Limited,iata,MM,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MN,Comair,iata,MN,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MO,Calm Air Intl Ltd,iata,MO,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MR,Mongolian Airlines Group,iata,MR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MS,Egyptair,iata,MS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MU,China Eastern Airlines,iata,MU,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MV,PT Aviastar Mandiri,iata,MV,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MW,Mokulele Airlines,iata,MW,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
MY,Maya Island Air,iata,MY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
N7,NHT Linhas Aereas,iata,N7,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NF,Air Vanuatu,iata,NF,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NH,All Nippon Airways,iata,NH,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NHG,NHT Linhas Aéreas,legacy_or_icao_like,,NHG,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NK,Spirit Airlines,iata,NK,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NL,Shaheen Air International,iata,NL,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NP,Nile Air,iata,NP,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NS,Hebei Airlines,iata,NS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NT,Binter Canarias,iata,NT,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NU,Japan Transocean Air,iata,NU,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NX,Air Macau,iata,NX,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NY,Air Iceland,iata,NY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
NZ,Air New Zealand,iata,NZ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
O4,Antrak Air,iata,O4,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
O6,OceanAir,iata,O6,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OA,Olympic Air,iata,OA,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OB,Boliviana de Aviacion - BoA,iata,OB,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OC,"Oriental Air Bridge Co., Ltd. (ORC)",iata,OC,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OD,Malindo Airways,iata,OD,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OG,Air Onix,iata,OG,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OK,Czech Airlines,iata,OK,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OM,MIAT - Mongolian Airlines,iata,OM,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
ON,Our Airline,iata,ON,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OR,ArkeFly,iata,OR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OS,Austrian Airlines AG dba Austrian,iata,OS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OU,Croatia Airlines,iata,OU,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OV,Estonian Air,iata,OV,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OX,Orient Thai Airlines,iata,OX,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OY,Andes Lineas Aereas,iata,OY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
OZ,Asiana Airlines,iata,OZ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
P0,Proflight Commuter Services,iata,P0,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
P1,PublicCharters.com,iata,P1,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
P2,AirKenya Express,iata,P2,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
P3,Passaredo,iata,P3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
P4,Aero Lineas Sosa,iata,P4,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
P6,Pascan Aviation Inc.,iata,P6,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
P9,Peruvian Airlines,iata,P9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PB,Provincial Airlines,iata,PB,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PC,Pegasus Airlines,iata,PC,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PD,Porter Airlines Inc.,iata,PD,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PE,Peoples Vienna Line,iata,PE,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PG,Bangkok Airways,iata,PG,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PJ,Air Saint-Pierre,iata,PJ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PK,Pakistan International Airlines,iata,PK,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PL,Southern Air Charter,iata,PL,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PM,CANARY FLY,iata,PM,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PN,China West Air,iata,PN,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PQ,AirAsia Philippines,iata,PQ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PR,Philippine Airlines,iata,PR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PS,Ukraine International Airlines,iata,PS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PV,Saint Barth Commuter,iata,PV,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PW,Precisionair,iata,PW,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PX,Air Niugini,iata,PX,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PY,Surinam Airways,iata,PY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
PZ,Transportes Aereos del Mercosur,iata,PZ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Q2,Maldivian,iata,Q2,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Q3,Anguilla Air Services,iata,Q3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Q5,40 Mile Air,iata,Q5,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Q6,Skytrans,iata,Q6,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Q7,SkyBahamas,iata,Q7,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Q8,Trans Air Congo,iata,Q8,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Q9,Sky Jet M.G. Inc,iata,Q9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
QB,Faraz Qeshm Airline,iata,QB,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
QC,Camair-Co,iata,QC,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
QF,Qantas Airways,iata,QF,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
QG,Citilink Indonesia,iata,QG,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
QH,Kyrgyzstan,iata,QH,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
QR,Qatar Airways,iata,QR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
QS,SmartWings,iata,QS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
QU,UTair-Ukraine,iata,QU,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
QV,Lao Airlines,iata,QV,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
QZ,Indonesia AirAsia,iata,QZ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
R2,ORENAIR,iata,R2,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
R3,Yakutia,iata,R3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
R6,DOT LT,iata,R6,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
R7,Aserca Airlines,iata,R7,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RA,Nepal Airlines Corporation,iata,RA,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RB,Syrian Arab Airlines,iata,RB,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RC,Atlantic Airways Faroe Islands,iata,RC,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RG,Rotanajet Aviation,iata,RG,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RI,Mandala Airlines,iata,RI,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RJ,Royal Jordanian,iata,RJ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RL,Royal Falcon,iata,RL,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RO,Tarom,iata,RO,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RQ,Kam Air,iata,RQ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RT,RAK Airways,iata,RT,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RX,Regent Airways,iata,RX,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
RZ,SANSA Airlines,iata,RZ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
S2,Jet Lite,iata,S2,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
S3,Santa Barbara Airlines C.A.,iata,S3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
S4,SATA International,iata,S4,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
S5,SETE Linhas Aéreas,iata,S5,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
S7,S7 Airlines,iata,S7,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
S9,Starbow Airlines,iata,S9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SA,South African Airways,iata,SA,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SB,Air Caledonie International,iata,SB,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SC,Shandong Airlines,iata,SC,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SD,Sudan Airways,iata,SD,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SE,XL Airways France,iata,SE,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SG,SpiceJet,iata,SG,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SH,Sharp Airlines,iata,SH,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SI,Blue Islands,iata,SI,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SJ,Sriwijaya Air,iata,SJ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SK,SAS Scandinavian Airlines,iata,SK,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SN,Brussels Airlines,iata,SN,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SP,SATA Air Acores,iata,SP,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SQ,Singapore Airlines,iata,SQ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SS,Corsair,iata,SS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
ST,Germania,iata,ST,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SU,Aeroflot Russian Airlines,iata,SU,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SV,Saudi Arabian Airlines,iata,SV,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SW,Air Namibia,iata,SW,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SX,Sky Work Airlines,iata,SX,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
SY,Sun Country Airlines,iata,SY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
T3,Eastern Airways,iata,T3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
T5,Turkmenistan Airlines,iata,T5,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
T7,Twin Jet,iata,T7,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TA,Taca International Airlines,iata,TA,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TCX,Thomas Cook Airlines,legacy_or_icao_like,,TCX,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TD,Atlantis European Airways,iata,TD,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TE,TEAM Linhas Aereas,iata,TE,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TF,Malmo Aviation,iata,TF,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TG,Thai Airways International,iata,TG,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TJ,Tradewind Aviation,iata,TJ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TK,Turkish Airlines,iata,TK,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TL,Airnorth Regional,iata,TL,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TM,LAM-Linhas Aereas de Mocambique,iata,TM,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TN,Air Tahiti Nui,iata,TN,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TO,Transavia.com France,iata,TO,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TOM,Thomson Airways,legacy_or_icao_like,,TOM,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TP,TAP Portugal,iata,TP,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TR,Tiger Airways,iata,TR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TS,Air Transat A.T.Inc.,iata,TS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TT,Tiger Airways Australia,iata,TT,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TU,Tunisair,iata,TU,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TW,T,iata,TW,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TX,Air Caraibes,iata,TX,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TY,Air Caledonie,iata,TY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
TZ,Scoot,iata,TZ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
U2,easyJet,iata,U2,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
U3,Avies Air Company,iata,U3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
U4,Buddha Air,iata,U4,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
U6,Ural Airlines,iata,U6,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
U7,Air Uganda,iata,U7,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
U9,Tatarstan,iata,U9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UA,United Airlines,iata,UA,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UD,Hex,iata,UD,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UE,Nasair,iata,UE,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UG,Sevenair,iata,UG,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UJ,Almasria Universal Airlines,iata,UJ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UL,SriLankan Airlines,iata,UL,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UN,Transaero Airlines,iata,UN,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UO,Hong Kong Express Airways,iata,UO,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UP,Bahamasair,iata,UP,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UR,UTair-Express,iata,UR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
US,US Airways,iata,US,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UU,Air Austral,iata,UU,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
UX,Air Europa,iata,UX,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
V0,Conviasa,iata,V0,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
V2,Vision Airlines,iata,V2,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
V3,Carpatair,iata,V3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
V4,Vieques Air Link,iata,V4,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
V5,Danube Wings,iata,V5,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
V7,Volotea,iata,V7,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
V8,Iliamna Air Taxi,iata,V8,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
V9,Citywing,iata,V9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VA,Virgin Australia International,iata,VA,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VB,VivaAerobus,iata,VB,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VF,Valuair,iata,VF,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VH,"Aeropostal, Alas de Venezuela S.A.",iata,VH,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VJ,VietJet Air,iata,VJ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VN,Vietnam Airlines,iata,VN,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VQ,NovoAir,iata,VQ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VR,TACV Cabo Verde Airlines,iata,VR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VS,Virgin Atlantic Airways,iata,VS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VT,Air Tahiti,iata,VT,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VW,Transportes Aeromar S.A. de C.V.,iata,VW,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VX,Virgin America,iata,VX,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
VY,Vueling Airlines,iata,VY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
W2,FlexFlight ApS,iata,W2,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
W3,Arik Air,iata,W3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
W4,LC Busre,iata,W4,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
W5,Mahan Air,iata,W5,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
W6,Wizz Air,iata,W6,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
W9,Air Bagan,iata,W9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WB,Rwandair Express,iata,WB,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WC,Islena Airlines,iata,WC,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WF,Wideroe,iata,WF,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WH,Webjet Linhas Aéreas,iata,WH,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WJ,Air Labrador,iata,WJ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WM,Windward Island Airways International,iata,WM,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WN,Southwest Airlines,iata,WN,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WP,Island Air,iata,WP,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WS,WestJet,iata,WS,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WT,Wasaya Airways LP,iata,WT,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WU,Wizz Air Ukraine,iata,WU,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
WY,Oman Air,iata,WY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
X3,TUIfly,iata,X3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
X4,"Air Excursions, LLC",iata,X4,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
X7,ExecAir,iata,X7,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
X9,Avion Express,iata,X9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
XF,Vladivostok Air,iata,XF,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
XK,Air Corsica,iata,XK,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
XL,LanEcuador,iata,XL,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
XQ,SunExpress,iata,XQ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
XR,Skywest Airlines,iata,XR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
XU,African Express Airways,iata,XU,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
XV,BVI Airways,iata,XV,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
XY,NAS AIR - National Air Services,iata,XY,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Y4,Volaris,iata,Y4,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Y5,Golden Myanmar Airlines,iata,Y5,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
